,type
1791,发现
1792,攻击
1793,包含
1794,使用诱饵
1795,投递
1796,控制
1797,攻击
1798,发送HTTP请求
1799,获取恶意远程模板
1800,下载并注入宏武器化文档
1801,执行shellcode
1802,使用
1803,病毒
1804,攻击
1805,利用
1806,渗透测试
1807,远程访问
1808,利用
1809,SMB
1810,病毒
1811,存在
1812,安全漏洞
1813,未经授权的访问
1814,存在
1815,远程桌面工具
1816,安全漏洞
1817,发现在
1818,使用
1819,下载
1820,安装
1821,分析
1822,发现
1823,变化
1824,使用
1825,恶意载荷
1826,逃避检测
1827,相关性
1828,钓鱼邮件
1829,下载
1830,恶意文件
1831,压缩包
1832,释放加密的诱饵文件
1833,释放恶意命令的LNK文件
1834,下载后续载荷
1835,释放诱饵文件和恶意脚本
1836,释放LNK文件
1837,下载后续载荷
1838,释放诱饵文件和恶意脚本
1839,释放带宏的OFFICE文件
1840,执行
1841,发现
1842,攻击
1843,包含
1844,使用诱饵
1845,投递
1846,控制
1847,破坏
1848,社会工程活动
1849,目标
1850,监测
1851,攻击
1852,传播
1853,利用漏洞
1854,盗走
1855,机密
1856,使用诱饵
1857,投递
1858,控制
1859,利用
1860,自我复制
1861,感染
1862,勒索
1863,近日
1864,发布
1865,安全通告
1866,Google Chrome
1867,代码执行漏洞
1868,Intents
1869,验证不足
1870,远程代码执行
1871,攻击者
1872,诱导用户打开特制页面
1873,利用
1874,任意代码
1875,影响版本
1876,使用诱饵
1877,投递
1878,控制
1879,发现
1880,攻击
1881,包含
1882,使用诱饵
1883,投递
1884,控制
1885,发现
1886,攻击
1887,包含
1888,使用诱饵
1889,投递
1890,控制
1891,攻击
1892,冒充
1893,提供工作机会
1894,进行初步讨论
1895,下载PDF文件
1896,获取恶意可执行文件
1897,执行PDF文件
1898,加载恶意DLL
1899,发现
1900,攻击
1901,包含
1902,使用诱饵
1903,投递
1904,控制
1905,发送网络钓鱼邮件
1906,打开并运行恶意软件
1907,收集信息
1908,入侵
1909,植入
1910,敏感
1911,伪装
1912,搭建
1913,发布虚假新闻
1914,点击
1915,诈骗
1916,回款
1917,清退
1918,投资者
1919,个人隐私信息
1920,债权转让金
1921,研究
1922,发现
1923,勒索
1924,针对
1925,阿尔巴尼亚政府
1926,声称
1927,破坏性活动
1928,涉及
1929,后门
1930,擦除软件
1931,新变体
1932,Telegram
1933,基础设施
1934,命令
1935,收集文件
1936,生成反向shell
1937,支持
1938,键盘记录功能
1939,共享代码
1940,观察到的诱饵内容
1941,2012年
1942,针对讲波斯语和阿拉伯语的人
1943,伊朗
1944,威胁行为者
1945,发现
1946,攻击
1947,利用
1948,远程执行代码
1949,连接
1950,下载
1951,研究
1952,披露
1953,攻击
1954,Mirai
1955,RapperBot
1956,暴力攻击
1957,Linux服务器
1958,攻击活动
1959,使用
1960,扫描
1961,尝试
1962,SSH暴力破解
1963,C2
1964,DGA域
1965,生成
1966,使用诱饵
1967,投递
1968,控制
1969,发现
1970,攻击
1971,包含
1972,使用诱饵
1973,投递
1974,控制
1975,使用诱饵
1976,投递
1977,控制
1978,渗透
1979,盗取
1980,入侵
1981,攻击
1982,尝试投递
1983,控制
1984,发现
1985,攻击
1986,包含
1987,使用诱饵
1988,投递
1989,控制
1990,研发
1991,投放
1992,攻击
1993,Industrial Spy
1994,勒索软件
1995,购买
1996,内部数据
1997,文件加密
1998,RSA
1999,3DES
2000,加密
2001,二进制文件
2002,分发
2003,广告软件
2004,恶意软件
2005,野外
2006,SmokeLoader
2007,GuLoader
2008,Redline Stealer
2009,窃取数据信息
2010,推广
2011,暗网市场
2012,分析
2013,检测
2014,分析
2015,释放
2016,伪装
2017,攻击
2018,执行
2019,丢弃
2020,执行
2021,发现
2022,攻击
2023,包含
2024,使用诱饵
2025,投递
2026,控制
2027,发现
2028,分发
2029,威胁参与者
2030,使用文件共享服务
2031,发送钓鱼邮件
2032,回复
2033,发送ISO映像
2034,包含
2035,运行7-Zip独立控制台的隐藏副本
2036,发现
2037,攻击
2038,包含
2039,使用诱饵
2040,投递
2041,控制
2042,发现
2043,攻击
2044,包含
2045,使用诱饵
2046,投递
2047,控制
2048,"['身份验证绕过', 'VMware Workspace ONE Access', 'VMware Workspace ONE Identity Manager', 'VMware Workspace ONE vRealize Automation']"
2049,"['远程代码执行', 'VMware Workspace ONE Access', 'VMware Workspace ONE Identity Manager', 'VMware Workspace ONE vRealize Automation']"
2050,观察
2051,分析
2052,涉及
2053,攻击
2054,发送
2055,打开
2056,运行
2057,查找
2058,下载
2059,建立
2060,执行
2061,研究
2062,捕获
2063,分析
2064,发现
2065,多样性
2066,Loader
2067,Nim
2068,编写
2069,开源工具
2070,交付
2071,攻击
2072,活动
2073,提及
2074,原始
2075,NimPacket
2076,获取进程方法
2077,自定义
2078,createprocess
2079,进程
2080,Shellycoat
2081,发现
2082,攻击
2083,包含
2084,使用诱饵
2085,投递
2086,控制
2087,利用
2088,下载
2089,远程模板
2090,利用阿里云的对象存储服务(OSS)
2091,进行恶意软件分发
2092,非法加密货币挖掘
2093,使用诱饵
2094,投递
2095,控制
2096,利用阿里云的对象存储服务(OSS)
2097,进行恶意软件分发
2098,非法加密货币挖掘
2099,发现
2100,攻击
2101,包含
2102,使用诱饵
2103,投递
2104,控制
2105,利用
2106,漏洞
2107,攻击
2108,发现
2109,攻击
2110,包含
2111,使用诱饵
2112,投递
2113,控制
2114,发现
2115,发现
2116,攻击
2117,入侵
2118,窃取
2119,利用SmokerLoader安装Amaday bot
2120,下载Amaday
2121,注册开机文件夹
2122,启动Amaday
2123,自我复制到temp路径
2124,注册到任务调度器
2125,发送URL
2126,下载cred.dll插件
2127,收集用户信息
2128,发送给C2服务器
2129,Qbot
2130,滥用
2131,Windows 7
2132,DLL侧加载攻击
2133,发现
2134,攻击
2135,包含
2136,使用诱饵
2137,投递
2138,控制
2139,监测
2140,发现
2141,漏洞
2142,利用
2143,提升
2144,权限
2145,攻击
2146,近期
2147,奇安信
2148,威胁情报中心
2149,红雨滴团队
2150,捕获
2151,EnvyScout攻击样本
2152,ISO文件
2153,LNK文件
2154,设置了文件隐藏属性的PE文件
2155,通过LNK文件启动其中的正常EXE
2156,进而以侧加载方式执行恶意DLL
2157,团队协作通信服务
2158,Slack
2159,获取后续载荷并执行
2160,国外安全研究人员
2161,发现了与该EnvyScout攻击样本相关的钓鱼邮件和PDF诱饵文档
2162,邮件
2163,PDF
2164,意大利
2165,机构部门人员
2166,COVID-19疫苗接种
2167,攻击活动
2168,至少从6月中旬开始
2169,利用相关在线存储服务
2170,攻击
2171,入侵
2172,研究
2173,发现
2174,攻击
2175,涉及
2176,Hancom Secure
2177,发现
2178,攻击
2179,投放
2180,入侵
2181,下载
2182,执行
2183,植入
2184,下载
2185,执行
2186,安排重复任务
2187,植入
2188,规避
2189,相似
2190,监测
2191,攻击
2192,触发
2193,执行
2194,劫持
2195,创建
2196,定时条件
2197,触发
2198,删除
2199,破坏
2200,启动
2201,系统引导文件
2202,Linux内核
2203,业务系统环境
2204,特定文件
2205,发现
2206,攻击
2207,窃取
2208,捕获
2209,发送
2210,收集
2211,发现
2212,攻击
2213,包含
2214,使用诱饵
2215,投递
2216,控制
2217,发布
2218,更新
2219,修复
2220,发现
2221,攻击
2222,包含
2223,使用诱饵
2224,投递
2225,控制
2226,伪装成巴基斯坦政府工作人员
2227,投递
2228,诱骗
2229,攻击
2230,样本
2231,钓鱼邮件
2232,下载
2233,多阶段加载器
2234,释放
2235,恶意功能
2236,包括
2237,发送
2238,钓鱼邮件
2239,打开
2240,链接
2241,下载
2242,运行
2243,发送
2244,IP地址
2245,代理
2246,同一域中的PHP页面
2247,下发
2248,ISO文件
2249,发现
2250,攻击
2251,包含
2252,使用诱饵
2253,投递
2254,控制
2255,渗透
2256,攻击
2257,使用
2258,发现
2259,攻击
2260,包含
2261,使用诱饵
2262,投递
2263,控制
2264,攻击
2265,印度
2266,巴基斯坦
2267,空军总部
2268,疑似
2269,成功攻击
2270,恶意软件
2271,信息窃取恶意软件
2272,窃取
2273,.docx.doc.xls.xlsx.pdf.ppt.pptx.rar.zip
2274,攻击
2275,入侵
2276,窃取
2277,横向移动
2278,部署
2279,敏感信息
2280,危害程度
2281,高
2282,手工操作
2283,自行编译
2284,IP
2285,位于
2286,关系密切
2287,发现
2288,攻击
2289,包含
2290,使用诱饵
2291,投递
2292,控制
2293,攻击
2294,加密
2295,中断
2296,发起了
2297,攻击
2298,部署了
2299,发现了
2300,正在使用
2301,用于传递有效载荷的恶意Excel下载器
2302,旨在释放和构建有效载荷的自解压存档
2303,名为“Forest”的恶意软件加密器
2304,三个
2305,类似的恶意Excel下载器
2306,基本
2307,混淆技术
2308,主要用于Bumblebee恶意软件
2309,加载CobaltStrike的样本
2310,披露
2311,恶意软件
2312,命名
2313,发布
2314,攻击
2315,利用
2316,下载
2317,部署
2318,研究
2319,发现
2320,编译
2321,使用
2322,攻击
2323,Windows
2324,扩展
2325,混淆
2326,PowerShell
2327,释放器
2328,攻击
2329,Chrome
2330,扩展
2331,6.0
2332,混淆
2333,可执行文件
2334,启动
2335,混淆
2336,PowerShell
2337,释放器
2338,攻击
2339,MacOS
2340,收集
2341,搜索引擎查询结果
2342,显示广告
2343,漏洞
2344,相关通告
2345,研究
2346,发现
2347,攻击
2348,文档
2349,巴勒斯坦
2350,权力机构
2351,加沙
2352,预防性安全部队
2353,负责人
2354,双尾蝎
2355,攻击
2356,不太
2357,相同
2358,活动
2359,直接
2360,商业RAT
2361,伪装
2362,Threema
2363,诱使用户点击打开
2364,瑞士
2365,开发
2366,端到端
2367,加密
2368,即时通讯应用程序
2369,攻击方式
2370,演变
2371,组织
2372,进攻
2373,新的
2374,分支成员
2375,采用
2376,发现
2377,攻击
2378,包含
2379,使用诱饵
2380,投递
2381,控制
2382,疑似Confucius组织
2383,新的一轮攻击活动
2384,使用到的相关攻击工具与基础设施
2385,2021年国外安全厂商披露的相关攻击活动
2386,存在关联的南亚其他组织
2387, SideWinder
2388,Patchwork
2389,恶意文档
2390,巴基斯坦三军情报局招聘信息
2391,宗教相关内容
2392,启动宏文档
2393,进行关联分析时
2394,发现了属于该组织的多个.net 下载器
2395,由下载器依次下载第二、三阶段payload
2396,最终下载的最后阶段 payload 文件为文件窃密器
2397,获取用户基本信息进行上传建档
2398,03MuddyWater组织
2399,持续攻击中东地区的多个政府机构
2400,发现
2401,攻击
2402,包含
2403,使用诱饵
2404,投递
2405,控制
2406,发现
2407,攻击
2408,包含
2409,使用诱饵
2410,投递
2411,控制
2412,发现
2413,攻击
2414,负载
2415,收集信息
2416,检索
2417,下载
2418,安装
2419,运行
2420,发现
2421,攻击
2422,包含
2423,发送
2424,钓鱼邮件
2425,研究人员
2426,发现了
2427,广泛的
2428,软件供应链
2429,攻击
2430,的
2431,证据
2432,，
2433,该攻击
2434,涉及
2435,通过
2436,NPM
2437,包
2438,管理器
2439,提供的
2440,恶意
2441,Javascript
2442,包。
2443,这些
2444,可
2445,追溯到
2446,2021
2447,年
2448,12
2449,的
2450,20
2451,多个
2452,NPM
2453,包，
2454,包含
2455,混淆
2456,的
2457,Javascript
2458,，
2459,旨在
2460,从
2461,使用
2462,部署
2463,了
2464,恶意包
2465,的应用程序
2466,或
2467,网站那里
2468,窃取
2469,表单
2470,数据。
2471,经过
2472,仔细
2473,检查，
2474,研究人员
2475,发现了
2476,协同
2477,供应链
2478,攻击
2479,的
2480,证据，
2481,大量
2482,NPM
2483,包
2484,包含
2485,jQuery
2486,脚本，
2487,旨在
2488,从
2489,包含
2490,它们的
2491,已
2492,部署
2493,的应用程序
2494,中
2495,窃取
2496,表单
2497,数据。
2498,在其中
2499,一个
2500,案例中，
2501,恶意
2502,程序包
2503,已被
2504,下载
2505,超过
2506,17
2507,",000"
2508,次。
2509,攻击者
2510,冒充
2511,了
2512,高
2513,流量的
2514,NPM
2515,模块，
2516,例如
2517,由
2518,ionic.io
2519,发布的
2520,umbrellajs
2521,和
2522,软件包。
2523,这些
2524,明显的
2525,恶意
2526,攻击
2527,依赖于
2528,拼写错误，
2529,这是一种
2530,攻击者
2531,通过
2532,公共
2533,存储库
2534,提供
2535,名称
2536,与
2537,合法
2538,软件包
2539,相似或
2540,常见
2541,拼写错误的
2542,软件包
2543,的技术。
2544,研究
2545,发现
2546,利用
2547,收集
2548,利用
2549,弱口令
2550,构建
2551,失陷
2552,攻击指令
2553,C2地址
2554,历史解析域名
2555,Rippr团伙
2556,Fbot
2557,0DAY/NDAY武器库
2558,攻击事件
2559,北京健康宝攻击事件
2560,乌克兰DDoS攻击
2561,RapperBot家族
2562,构建僵尸网络
2563,发现
2564,攻击
2565,下载
2566,运行
2567,发现
2568,攻击
2569,包含
2570,使用诱饵
2571,投递
2572,控制
2573,利用
2574,传播
2575,入侵
2576,分析
2577,检测
2578,新变种
2579,编写
2580,使用
2581,发生
2582,Jenkins安全团队
2583,发现
2584,安全漏洞
2585,影响
2586,修补
2587,发现
2588,攻击
2589,包含
2590,发现
2591,攻击
2592,包含
2593,发现
2594,攻击
2595,包含
2596,使用诱饵
2597,投递
2598,控制
2599,攻击
2600,样本
2601,远程模板注入
2602,下载经过混淆的宏文档
2603,挂载远程模板的服务器
2604,配置方式
2605,只允许乌克兰的IP地址下载文件
2606,释放脚本
2607,任务计划每5分钟执行一次脚本文件
2608,判断是否对目标系统感兴趣
2609,下发更多的有效载荷
2610,攻击
2611,入侵
2612,使用
2613,植入
2614,收集
2615,上传
2616,发现
2617,攻击
2618,包含
2619,使用诱饵
2620,投递
2621,控制
2622,利用VMware Horizon中的Log4Shell漏洞进行初始攻击
2623,生成一个PowerShell实例来执行命令
2624,利用PowerShell命令下载mfeann.exe、LockDown.DLL和 c0000012.log
2625,利用mfeann.exe创建和记录事件
2626,利用LockDown.DLL加载CobaltStrike有效载荷
2627,利用update.exe将数据泄露到特定的Dropbox位置
2628,CVE-2022-30190
2629,Follina
2630,恶意文件
2631,Excel(xlsx)
2632,DCRat
2633,窃取数据
2634,发现
2635,攻击
2636,下载
2637,使用
2638,编译
2639,扫描
2640,入侵
2641,研究
2642,发现
2643,针对
2644,特定人群
2645,电信诈骗
2646,黑产团伙
2647,APP聊天
2648,诈骗
2649,银行卡转账
2650,充值虚拟货币
2651,入侵
2652,获取
2653,机密
2654,Black Basta
2655,勒索
2656,攻击
2657,目标
2658,行业
2659,制造
2660,建筑
2661,运输
2662,电信
2663,制药
2664,化妆品
2665,管道
2666,供暖
2667,汽车经销商
2668,内衣制造商
2669,发现
2670,攻击
2671,扫描
2672,下载
2673,运行
2674,近日
2675,奇安信CERT
2676,监测到
2677,Apache Shiro
2678,身份认证绕过漏洞
2679,(CVE-2022-32532)
2680,技术细节
2681,及
2682,PoC
2683,在
2684,互联网上
2685,公开
2686,。
2687,当
2688,Apache Shiro中
2689,使用RegexRequestMatcher进行
2690,权限配置
2691,，
2692,且
2693,正则表达式中
2694,"携带"""
2695,时
2696,未经授权的
2697,远程攻击者可通过
2698,构造恶意数据包
2699,绕过
2700,身份认证
2701,，
2702,导致
2703,配置的
2704,权限验证
2705,失效
2706,。
2707,目前Apache官方
2708,已发布此漏洞修复版本
2709,，
2710,建议
2711,尽快
2712,升级
2713,至
2714,Apache Shiro 1.9.1
2715,及以上版本
2716,。
2717,发现
2718,攻击
2719,利用
2720,下载
2721,重命名
2722,执行
2723,利用
2724,下载
2725,执行
2726,释放
2727,攻击
2728,使用诱饵
2729,投递
2730,控制
2731,发现
2732,攻击
2733,包含
2734,使用诱饵
2735,投递
2736,控制
2737,收集
2738,盗取
2739,传播
2740,发现
2741,攻击
2742,下载
2743,运行
2744,研究修改
2745,上传地区
2746,恶意文件
2747,利用
2748,Telerik UI
2749,漏洞
2750,安装
2751,劫持
2752,挖掘
2753,加密货币
2754,Microsoft IIS服务器
2755,攻击
2756,安全更新
2757,一年后
2758,Blue Mockingbird 组织
2759,使用
2760,相同漏洞
2761,攻击者
2762,概念验证
2763,自动执行
2764,DLL 编译
2765,渗透测试工具
2766,执行
2767,发现
2768,攻击
2769,包含
2770,使用诱饵
2771,投递
2772,控制
2773,远程桌面工具
2774,攻击
2775,入侵
2776,观察
2777,电子邮件
2778,窃取
2779,Office365
2780,Outlook
2781,凭据
2782,发现
2783,窃取
2784,入侵
2785,利用
2786,漏洞
2787,利用
2788,网络钓鱼
2789,入侵
2790,窃取
2791,恶意软件
2792,数据
2793,发现
2794,攻击
2795,包含
2796,使用诱饵
2797,投递
2798,控制
2799,IceXLoader
2800,发现
2801,DcRat
2802,分发
2803,Hermit
2804,spyware
2805,hacking
2806,cyber attack
2807,tactics
2808,spread
2809,researcher
2810,spy
2811,surveillance
2812,informant
2813,cell phone
2814,call
2815,record
2816,send message
2817,leak
2818, sensitive data
2819,利用
2820,释放后使用
2821,任意代码执行
2822,发布
2823,分享
2824,Windows
2825,远程桌面服务
2826,漏洞
2827,允许
2828,攻击者
